Nom de la borne de recharge,Nom du parc,Rue,Suite,Ville,Code Postal,Niveau de recharge,Latitude,Longitude,Coût,Mode de tarification,Type d’emplacement,Puissance (kW),Catégorie puissance
CEA-11452,10001 | BSR | ANJ | 7070 Jean-Talon,7070 rue Jean-Talon Est,,Montréal,H1M 3T4,Niveau 2,45.597136,-73.56931,1.0,par heure,sur rue,6.2,Lente
CEA-13497,7051 | BSR | CDN-NDG | 5645 Upper Lachine,5645 Upper Lachine,,Montréal,H4A 2X4,Niveau 2,45.46928849,-73.60899548,1.0,par heure,,6.2,Lente
CEA-13649,7052 | BSR | CDN-NDG | 5845 Upper Lachine,5845 Upper Lachine,,Montréal,H4A 2B7,Niveau 2,45.46710291,-73.61229902,1.0,par heure,,6.2,Lente
CEA-13650,7052 | BSR | CDN-NDG | 5845 Upper Lachine,5845 Upper Lachine,,Montréal,H4A 2B7,Niveau 2,45.46710291,-73.61229902,1.0,par heure,,6.2,Lente
CEA-12856,7053 | BHR | CDN-NDG | 7250 Boul. Ste-Anne-de-Bellevue,7250 Boul. Ste-Anne-de-Bellevue,,Montréal,H4B 1T4,Niveau 2,45.452826,-73.633344,1.0,par heure,sur rue,6.2,Lente
CEA-12843,7053 | BHR | CDN-NDG | 7250 Boul. Ste-Anne-de-Bellevue,7250 Boul. Ste-Anne-de-Bellevue,,Montréal,H4B 1T4,Niveau 2,45.452826,-73.633344,1.0,par heure,sur rue,6.2,Lente
CEA-12646,7054 | BSR | CDN-NDG | 6939  Décarie,6939 Décarie,,Montréal,H3W 3E4,Niveau 2,45.49336,-73.648803,1.0,par heure,sur rue,6.2,Lente
CEA-12658,7054 | BSR | CDN-NDG | 6939  Décarie,6939 Décarie,,Montréal,H3W 3E4,Niveau 2,45.49336,-73.648803,1.0,par heure,sur rue,6.2,Lente
CEA-15387,7055 | BSR | CDN-NDG | 6032 av de Westbury,"6032, Avenue de Westbury",,Montréal,H3W 2W9,Niveau 2,45.490966,-73.639531,1.0,par heure,,7.2,Normale
CEA-15395,7055 | BSR | CDN-NDG | 6032 av de Westbury,"6032, Avenue de Westbury",,Montréal,H3W 2W9,Niveau 2,45.490966,-73.639531,1.0,par heure,,7.2,Normale
CEA-15483,7057 | BSR | CDN-NDG | 4990 Clanranald,4990 Av. Clanranald,,Montréal,H3X 2S2,Niveau 2,45.480186,-73.629561,1.0,par heure,,6.2,Lente
CEA-15463,7057 | BSR | CDN-NDG | 4990 Clanranald,4990 Av. Clanranald,,Montréal,H3X 2S2,Niveau 2,45.480186,-73.629561,1.0,par heure,,6.2,Lente
CEA-14794,7057 | BSR | CDN-NDG | 4990 Clanranald,4990 Av. Clanranald,,Montréal,H3X 2S2,Niveau 2,45.480186,-73.629561,1.0,par heure,,6.2,Lente
CEA-14817,7057 | BSR | CDN-NDG | 4990 Clanranald,4990 Av. Clanranald,,Montréal,H3X 2S2,Niveau 2,45.480186,-73.629561,1.0,par heure,,6.2,Lente
CEA-13819,7058 | BSR | CDN-NDG | 4590 Chem. Queen mary,4590 Chem. Queen mary,,Montréal,H3W 1W6,Niveau 2,45.490545,-73.622885,1.0,par heure,,6.2,Lente
CEA-13846,7058 | BSR | CDN-NDG | 4590 Chem. Queen mary,4590 Chem. Queen mary,,Montréal,H3W 1W6,Niveau 2,45.490545,-73.622885,1.0,par heure,,6.2,Lente
CEA-14915,7059 | 6111 av du boisé,"6111, Avenue du Boisé",,Montréal,H3S 1P1,Niveau 2,45.5113875,-73.6217009,1.0,par heure,,7.2,Normale
CEA-14917,7059 | 6111 av du boisé,"6111, Avenue du Boisé",,Montréal,H3S 1P1,Niveau 2,45.5113875,-73.6217009,1.0,par heure,,7.2,Normale
CEA-14606,7060 | BSR | CDN-NDG | 4250 av. Marcil,4250 av. Marcil,,Montréal,H4A 2Z6,Niveau 2,45.475453384576774,-73.62237837350077,1.0,par heure,,6.2,Lente
CEA-14611,7060 | BSR | CDN-NDG | 4250 av. Marcil,4250 av. Marcil,,Montréal,H4A 2Z6,Niveau 2,45.475453384576774,-73.62237837350077,1.0,par heure,,6.2,Lente
CEA-14545,7061 | BSR | CDN-NDG | 4650 Walkley,"4650, Avenue Walkley",,Montréal,H4B 2K6,Niveau 2,45.46595691137869,-73.63940740955903,1.0,par heure,,6.2,Lente
CEA-14540,7061 | BSR | CDN-NDG | 4650 Walkley,"4650, Avenue Walkley",,Montréal,H4B 2K6,Niveau 2,45.46595691137869,-73.63940740955903,1.0,par heure,,6.2,Lente
CEA-15423,7061 | BSR | CDN-NDG | 4650 Walkley,"4650, Avenue Walkley",,Montréal,H4B 2K6,Niveau 2,45.46595691137869,-73.63940740955903,1.0,par heure,,6.2,Lente
CEA-15433,7061 | BSR | CDN-NDG | 4650 Walkley,"4650, Avenue Walkley",,Montréal,H4B 2K6,Niveau 2,45.46595691137869,-73.63940740955903,1.0,par heure,,6.2,Lente
CEA-13818,7062 | BSR | CDN-NDG | 3770 Royal,"3770, Avenue Royal",,Montréal,H4A 2M2,Niveau 2,45.469067,-73.620176,1.0,par heure,,6.2,Lente
CEA-13848,7062 | BSR | CDN-NDG | 3770 Royal,"3770, Avenue Royal",,Montréal,H4A 2M2,Niveau 2,45.469067,-73.620176,1.0,par heure,,6.2,Lente
CEA-15381,7062 | BSR | CDN-NDG | 3770 Royal,"3770, Avenue Royal",,Montréal,H4A 2M2,Niveau 2,45.469067,-73.620176,1.0,par heure,,7.2,Normale
CEA-15380,7062 | BSR | CDN-NDG | 3770 Royal,"3770, Avenue Royal",,Montréal,H4A 2M2,Niveau 2,45.469067,-73.620176,1.0,par heure,,7.2,Normale
CEA-14202,7081 | BHR | CDN-NDG | 4985 West-Hill : Parc de la Confédération,4985 avenue West-Hill,,Montréal,H3X 1Z1,Niveau 2,45.471627,-73.63802,1.0,par heure,,6.2,Lente
CEA-172,7082 | BHR | CDN-NDG | 3220 Appleton : Parc Kent,"3220, Avenue Appleton",,Montréal,H3S 2T3,Niveau 2,45.50526180000001,-73.63161219999999,1.0,par heure,,6.2,Lente
CEA-165,7082 | BHR | CDN-NDG | 3220 Appleton : Parc Kent,"3220, Avenue Appleton",,Montréal,H3S 2T3,Niveau 2,45.50526180000001,-73.63161219999999,1.0,par heure,,6.2,Lente
CEA-10923,7083 | BHR | CDN-NDG | 4920 Vézina - Aréna Bill-Durnam,"4988, rue Vézina",,Montréal,H3W 1C1,Niveau 2,45.494898,-73.644266,1.0,par heure,sur rue,6.2,Lente
CEA-12590,7083 | BHR | CDN-NDG | 4920 Vézina - Aréna Bill-Durnam,"4988, rue Vézina",,Montréal,H3W 1C1,Niveau 2,45.494898,-73.644266,1.0,par heure,,6.2,Lente
CEA-10448,8001 | BSR | SO | 741 Brewster,"741, Avenue Brewster",,Montréal,H4C 2K2,Niveau 2,45.482756,-73.582619,1.0,par heure,sur rue,6.2,Lente
CEA-10454,8001 | BSR | SO | 741 Brewster,"741, Avenue Brewster",,Montréal,H4C 2K2,Niveau 2,45.482756,-73.582619,1.0,par heure,sur rue,6.2,Lente
CEA-10274,8001 | BSR | SO | 741 Brewster,"741, Avenue Brewster",,Montréal,H4C 2K2,Niveau 2,45.482756,-73.582619,1.0,par heure,sur rue,6.2,Lente
CEA-10161,8001 | BSR | SO | 741 Brewster,"741, Avenue Brewster",,Montréal,H4C 2K2,Niveau 2,45.482756,-73.582619,1.0,par heure,sur rue,6.2,Lente
CEA-10323,8002 | BSR | SO | 372 Square G-E Cartier,372 Square G-E Cartier,,Montréal,H4C 3A2,Niveau 2,45.473652,-73.587634,1.0,par heure,sur rue,6.2,Lente
CEA-10260,8002 | BSR | SO | 372 Square G-E Cartier,372 Square G-E Cartier,,Montréal,H4C 3A2,Niveau 2,45.473652,-73.587634,1.0,par heure,sur rue,6.2,Lente
CEA-10289,8003 | BSR | SO | 1825 Notre-Dame O,1825 rue Notre-Dame O,,Montréal,H3J 2Y4,Niveau 2,45.487874,-73.569212,1.0,par heure,sur rue,6.2,Lente
CEA-10292,8003 | BSR | SO | 1825 Notre-Dame O,1825 rue Notre-Dame O,,Montréal,H3J 2Y4,Niveau 2,45.487874,-73.569212,1.0,par heure,sur rue,6.2,Lente
CEA-10297,8004 | BSR | SO | 1105 de la Sucrerie,1105 Rue de la Sucrerie,,Montréal,H3K 3E7,Niveau 2,45.483595,-73.560208,1.0,par heure,sur rue,6.2,Lente
CEA-10287,8004 | BSR | SO | 1105 de la Sucrerie,1105 Rue de la Sucrerie,,Montréal,H3K 3E7,Niveau 2,45.483595,-73.560208,1.0,par heure,sur rue,6.2,Lente
CEA-10333,8005 | BSR | SO | 1010 rue Charlevoix,1010 rue Charlevoix,,Montréal,H3K 3G8,Niveau 2,45.477045,-73.566929,1.0,par heure,sur rue,6.2,Lente
CEA-10338,8005 | BSR | SO | 1010 rue Charlevoix,1010 rue Charlevoix,,Montréal,H3K 3G8,Niveau 2,45.477045,-73.566929,1.0,par heure,sur rue,6.2,Lente
CEA-10295,8006 | BSR | SO | 550 Avenue Atwater,550 Avenue Atwater,,Montréal,H4C 2G6,Niveau 2,45.48178,-73.578613,1.0,par heure,sur rue,6.2,Lente
CEA-10303,8006 | BSR | SO | 550 Avenue Atwater,550 Avenue Atwater,,Montréal,H4C 2G6,Niveau 2,45.48178,-73.578613,1.0,par heure,sur rue,6.2,Lente
CEA-10331,8007 | BSR | SO | 2385 du Parc Garneau,2385 Rue du Parc Garneau,,Montréal,H4E 2C2,Niveau 2,45.455853,-73.594737,1.0,par heure,sur rue,6.2,Lente
CEA-10337,8007 | BSR | SO | 2385 du Parc Garneau,2385 Rue du Parc Garneau,,Montréal,H4E 2C2,Niveau 2,45.455853,-73.594737,1.0,par heure,sur rue,6.2,Lente
CEA-10637,8008 | BSR | SO | 6098 Mazarin,6098 Rue Mazarin,,Montréal,H4E 2X2,Niveau 2,45.456132,-73.601308,1.0,par heure,sur rue,6.2,Lente
CEA-10639,8008 | BSR | SO | 6098 Mazarin,6098 Rue Mazarin,,Montréal,H4E 2X2,Niveau 2,45.456132,-73.601308,1.0,par heure,sur rue,6.2,Lente
CEA-10828,8009 | BSR | SO | 5505A Angers,5505A rue Angers,,Montréal,H4E 1G5,Niveau 2,45.462917,-73.584786,1.0,par heure,sur rue,6.2,Lente
CEA-10821,8009 | BSR | SO | 5505A Angers,5505A rue Angers,,Montréal,H4E 1G5,Niveau 2,45.462917,-73.584786,1.0,par heure,sur rue,6.2,Lente
CEA-13596,8010 | BSR | SO | 1218 Notre-Dame,1218 Notre-Dame,,Montréal,H3C 1K5,Niveau 2,45.49400938,-73.56384258,1.0,par heure,sur rue,6.2,Lente
CEA-13582,8010 | BSR | SO | 1218 Notre-Dame,1218 Notre-Dame,,Montréal,H3C 1K5,Niveau 2,45.49400938,-73.56384258,1.0,par heure,sur rue,6.2,Lente
CEA-10829,8011 | BSR | SO | 123 Courcelle,123 Courcelle,,Montréal,H4C 3B4,Niveau 2,45.471297,-73.585517,1.0,par heure,sur rue,6.2,Lente
CEA-10757,8011 | BSR | SO | 123 Courcelle,123 Courcelle,,Montréal,H4C 3B4,Niveau 2,45.471297,-73.585517,1.0,par heure,sur rue,6.2,Lente
CEA-10648,8012 | BSR | SO | 2441 Notre-Dame,2441A Notre-Dame,,Montréal,H3J 1N6,Niveau 2,45.483512,-73.574681,1.0,par heure,sur rue,6.2,Lente
CEA-10929,8012 | BSR | SO | 2441 Notre-Dame,2441A Notre-Dame,,Montréal,H3J 1N6,Niveau 2,45.483512,-73.574681,1.0,par heure,sur rue,6.2,Lente
CEA-10733,8013 | BSR | SO | 355 Ash,355 Avenue Ash,,Montréal,H3K 2R2,Niveau 2,45.478472,-73.553093,1.0,par heure,sur rue,6.2,Lente
CEA-10564,8013 | BSR | SO | 355 Ash,355 Avenue Ash,,Montréal,H3K 2R2,Niveau 2,45.478472,-73.553093,1.0,par heure,sur rue,6.2,Lente
CEA-10822,8014 | BSR | SO | 2529 Allard,"2529, Rue Allard",,Montréal,H4E 2L4,Niveau 2,45.450914,-73.594951,1.0,par heure,sur rue,6.2,Lente
CEA-15475,8014 | BSR | SO | 2529 Allard,"2529, Rue Allard",,Montréal,H4E 2L4,Niveau 2,45.450914,-73.594951,1.0,par heure,,6.2,Lente
CEA-15487,8014 | BSR | SO | 2529 Allard,"2529, Rue Allard",,Montréal,H4E 2L4,Niveau 2,45.450914,-73.594951,1.0,par heure,,6.2,Lente
CEA-10535,8015 | BSR | SO | 2523 Grand Trunk,2523A Grand Trunk,,Montréal,H3K 1M9,Niveau 2,45.477645,-73.567529,1.0,par heure,sur rue,6.2,Lente
CEA-10602,8015 | BSR | SO | 2523 Grand Trunk,2523A Grand Trunk,,Montréal,H3K 1M9,Niveau 2,45.477645,-73.567529,1.0,par heure,sur rue,6.2,Lente
CEA-10614,8016 | BSR | SO | 1660 Centre,1660A Centre,,Montréal,H3K 1G4,Niveau 2,45.484356,-73.559822,1.0,par heure,sur rue,6.2,Lente
CEA-10605,8016 | BSR | SO | 1660 Centre,1660A Centre,,Montréal,H3K 1G4,Niveau 2,45.484356,-73.559822,1.0,par heure,sur rue,6.2,Lente
CEA-12654,8017 | BSR | SO | 1817 De Villiers,1817 De Villiers,,Montréal,H4E 1K9,Niveau 2,45.46129461,-73.588295,1.0,par heure,sur rue,6.2,Lente
CEA-12655,8017 | BSR | SO | 1817 De Villiers,1817 De Villiers,,Montréal,H4E 1K9,Niveau 2,45.46129461,-73.588295,1.0,par heure,sur rue,6.2,Lente
CEA-10537,8019 | BSR | SO | 4039 Notre-Dame,4039 Rue Notre-Dame Ouest ,,Montréal,H4C 2S1,Niveau 2,45.477515,-73.584979,1.0,par heure,sur rue,6.2,Lente
CEA-10823,8019 | BSR | SO | 4039 Notre-Dame,4039 Rue Notre-Dame Ouest ,,Montréal,H4C 2S1,Niveau 2,45.477515,-73.584979,1.0,par heure,sur rue,6.2,Lente
CEA-11025,8021 | BSR | SO | 6000 Laurendeau,6000 rue Laurendeau,,Montréal,H4E 3X4,Niveau 2,45.458143,-73.588273,1.0,par heure,sur rue,6.2,Lente
CEA-11004,8021 | BSR | SO | 6000 Laurendeau,6000 rue Laurendeau,,Montréal,H4E 3X4,Niveau 2,45.458143,-73.588273,1.0,par heure,sur rue,6.2,Lente
CEA-10847,8022 | BSR | SO | 555 Des Seigneurs,555 Des Seigneurs,,Montréal,H3J 2S5,Niveau 2,45.488813,-73.570943,1.0,par heure,sur rue,6.2,Lente
CEA-10541,8022 | BSR | SO | 555 Des Seigneurs,555 Des Seigneurs,,Montréal,H3J 2S5,Niveau 2,45.488813,-73.570943,1.0,par heure,sur rue,6.2,Lente
CEA-11343,8023 | BSR | SO | 3541 Allard,3541 Allard,,Montréal,H4E 2N6,Niveau 2,45.449282,-73.604975,1.0,par heure,sur rue,6.2,Lente
CEA-11339,8023 | BSR | SO | 3541 Allard,3541 Allard,,Montréal,H4E 2N6,Niveau 2,45.449282,-73.604975,1.0,par heure,sur rue,6.2,Lente
CEA-10078,8023 | BSR | SO | 3541 Allard,3541 Allard,,Montréal,H4E 2N6,Niveau 2,45.449282,-73.604975,1.0,par heure,,6.2,Lente
CEA-10192,8023 | BSR | SO | 3541 Allard,3541 Allard,,Montréal,H4E 2N6,Niveau 2,45.449282,-73.604975,1.0,par heure,,6.2,Lente
CEA-11215,8024 | BSR | SO | 1360 Olier,1360 Rue Olier,,Montréal,H3C 0P9,Niveau 2,45.490340289322376,-73.55942379208311,1.0,par heure,sur rue,6.2,Lente
CEA-11238,8024 | BSR | SO | 1360 Olier,1360 Rue Olier,,Montréal,H3C 0P9,Niveau 2,45.490340289322376,-73.55942379208311,1.0,par heure,sur rue,6.2,Lente
CEA-11244,8024 | BSR | SO | 1360 Olier,1360 Rue Olier,,Montréal,H3C 0P9,Niveau 2,45.490340289322376,-73.55942379208311,1.0,par heure,,6.2,Lente
CEA-11268,8024 | BSR | SO | 1360 Olier,1360 Rue Olier,,Montréal,H3C 0P9,Niveau 2,45.490340289322376,-73.55942379208311,1.0,par heure,,6.2,Lente
CEA-11468,8025 | BSR | SO | 2157 Centre,2157 Rue Centre,,Montréal,H3K 1J4,Niveau 2,45.480808,-73.56592,1.0,par heure,,6.2,Lente
CEA-11471,8025 | BSR | SO | 2157 Centre,2157 Rue Centre,,Montréal,H3K 1J4,Niveau 2,45.480808,-73.56592,1.0,par heure,sur rue,6.2,Lente
CEA-11239,8026 | BSR | SO | 2855 Centre,2855 rue du Centre,,Montréal,H4C 3B4,Niveau 2,45.476501,-73.57244,1.0,par heure,sur rue,6.2,Lente
CEA-11270,8026 | BSR | SO | 2855 Centre,2855 rue du Centre,,Montréal,H4C 3B4,Niveau 2,45.476501,-73.57244,1.0,par heure,,6.2,Lente
CEA-12794,8028 | BSR | SO | 2190 Favard,2190 Rue Favard,,Montréal,H3K 1Z8,Niveau 2,45.475625,-73.557778,1.0,par heure,,6.2,Lente
CEA-12795,8028 | BSR | SO | 2190 Favard,2190 Rue Favard,,Montréal,H3K 1Z8,Niveau 2,45.475625,-73.557778,1.0,par heure,,6.2,Lente
CEA-12796,8028 | BSR | SO | 2190 Favard,2190 Rue Favard,,Montréal,H3K 1Z8,Niveau 2,45.475625,-73.557778,1.0,par heure,,6.2,Lente
CEA-12797,8028 | BSR | SO | 2190 Favard,2190 Rue Favard,,Montréal,H3K 1Z8,Niveau 2,45.475625,-73.557778,1.0,par heure,,6.2,Lente
CEA-11232,8029 | BSR | SO | 472 Ste-Madeleine,472 Rue Sainte Madeleine,,Montréal,H3K 2K7,Niveau 2,45.480554,-73.555775,1.0,par heure,sur rue,6.2,Lente
CEA-11039,8029 | BSR | SO | 472 Ste-Madeleine,472 Rue Sainte Madeleine,,Montréal,H3K 2K7,Niveau 2,45.480554,-73.555775,1.0,par heure,sur rue,6.2,Lente
CEA-10855,8030 | BSR | SO | 256 Charlevoix,256 Charlevoix,,Montréal,H3J 1N7,Niveau 2,45.482396,-73.575472,1.0,par heure,sur rue,6.2,Lente
CEA-10841,8030 | BSR | SO | 256 Charlevoix,256 Charlevoix,,Montréal,H3J 1N7,Niveau 2,45.482396,-73.575472,1.0,par heure,sur rue,6.2,Lente
CEA-12574,8031 | BSR | SO | 2200 St-Jacques,"2200, Rue Saint-Jacques",,Montréal,H3J 2M7,Niveau 2,45.4867255,-73.5742444,1.0,par heure,,6.2,Lente
CEA-12523,8031 | BSR | SO | 2200 St-Jacques,"2200, Rue Saint-Jacques",,Montréal,H3J 2M7,Niveau 2,45.4867255,-73.5742444,1.0,par heure,,6.2,Lente
CEA-12284,8032 | BSR | SO | 6040 Monk,6040 Monk,,Montréal,H3J 1S6,Niveau 2,45.45749,-73.595545,1.0,par heure,sur rue,6.2,Lente
CEA-12281,8032 | BSR | SO | 6040 Monk,6040 Monk,,Montréal,H3J 1S6,Niveau 2,45.45749,-73.595545,1.0,par heure,sur rue,6.2,Lente
CEA-12107,8033 | BSR | SO | 380 Guy,380 Guy,,Montréal,H3K 1A9,Niveau 2,45.489561,-73.56622,1.0,par heure,,6.2,Lente
CEA-12101,8033 | BSR | SO | 380 Guy,380 Guy,,Montréal,H3K 1A9,Niveau 2,45.489561,-73.56622,1.0,par heure,,6.2,Lente
CEA-12026,8034 | BSR | SO | 1340 Shearer,1340 Shearer,,Montréal,H3K 1C9,Niveau 2,45.484391,-73.563946,1.0,par heure,,6.2,Lente
CEA-12006,8034 | BSR | SO | 1340 Shearer,1340 Shearer,,Montréal,H3K 1C9,Niveau 2,45.484391,-73.563946,1.0,par heure,,6.2,Lente
CEA-11910,8035 | BSR | SO | 2550 Augustin-Cantin,2550 Augustin-Cantin,,Montréal,H4E 3G9,Niveau 2,45.479668,-73.570762,1.0,par heure,sur rue,6.2,Lente
CEA-11906,8035 | BSR | SO | 2550 Augustin-Cantin,2550 Augustin-Cantin,,Montréal,H4E 3G9,Niveau 2,45.479668,-73.570762,1.0,par heure,sur rue,6.2,Lente
CEA-12282,8036 | BSR | SO | 5640 Monk,5640 Monk,,Montréal,H4E 2M8,Niveau 2,45.462471,-73.59743,1.0,par heure,sur rue,6.2,Lente
CEA-12283,8036 | BSR | SO | 5640 Monk,5640 Monk,,Montréal,H4E 2M8,Niveau 2,45.462471,-73.59743,1.0,par heure,sur rue,6.2,Lente
CEA-11911,8037 | BSR | SO | 6712 Jogues,6712 Jogues,,Montréal,H4E 2M5,Niveau 2,45.4502,-73.600205,1.0,par heure,sur rue,6.2,Lente
CEA-11905,8037 | BSR | SO | 6712 Jogues,6712 Jogues,,Montréal,H4E 2M5,Niveau 2,45.4502,-73.600205,1.0,par heure,sur rue,6.2,Lente
CEA-12064,8038 | BSR | SO | 2333 Mullins,2333 Mullins,,Montréal,H3K 2V2,Niveau 2,45.478807,-73.564067,1.0,par heure,sur rue,6.2,Lente
CEA-12021,8038 | BSR | SO | 2333 Mullins,2333 Mullins,,Montréal,H3K 2V2,Niveau 2,45.478807,-73.564067,1.0,par heure,sur rue,6.2,Lente
CEA-12469,8039 | BSR | SO | 5239 St-Ambroise,5239 St-Ambroise,,Montréal,H4C 2E9,Niveau 2,45.467924,-73.5929,1.0,par heure,,6.2,Lente
CEA-12464,8039 | BSR | SO | 5239 St-Ambroise,5239 St-Ambroise,,Montréal,H4C 2E9,Niveau 2,45.467924,-73.5929,1.0,par heure,,6.2,Lente
CEA-12573,8040 | BSR | SO | 850 des Seigneurs,850 des Seigneurs,,Montréal,H3J 1Y5,Niveau 2,45.490222,-73.574478,1.0,par heure,sur rue,6.2,Lente
CEA-12532,8040 | BSR | SO | 850 des Seigneurs,850 des Seigneurs,,Montréal,H3J 1Y5,Niveau 2,45.490222,-73.574478,1.0,par heure,sur rue,6.2,Lente
CEA-11851,8041 | BSR | SO | 735 Marin,735 Marin,,Montréal,H4C 2G9,Niveau 2,45.483961,-73.580352,1.0,par heure,sur rue,6.2,Lente
CEA-11854,8041 | BSR | SO | 735 Marin,735 Marin,,Montréal,H4C 2G9,Niveau 2,45.483961,-73.580352,1.0,par heure,sur rue,6.2,Lente
CEA-11813,8042 | BSR | SO | 2136 Cardinal,2136 Cardinal,,MONTRÉAL,H4E 3G3,Niveau 2,45.46028,-73.59336,1.0,par heure,sur rue,6.2,Lente
CEA-11850,8042 | BSR | SO | 2136 Cardinal,2136 Cardinal,,MONTRÉAL,H4E 3G3,Niveau 2,45.46028,-73.59336,1.0,par heure,sur rue,6.2,Lente
CEA-13050,8043 | BSR | SO | 2606 Raudot,2606 Raudot,,Montréal,H4E 3C8,Niveau 2,45.447918,-73.594599,1.0,par heure,sur rue,6.2,Lente
CEA-13002,8043 | BSR | SO | 2606 Raudot,2606 Raudot,,Montréal,H4E 3C8,Niveau 2,45.447918,-73.594599,1.0,par heure,,6.2,Lente
CEA-13069,8044 | BSR | SO | 1546 Springland,1546 Springland,,Montréal,H4E 2E1,Niveau 2,45.453832,-73.585596,1.0,par heure,,6.2,Lente
CEA-13061,8044 | BSR | SO | 1546 Springland,1546 Springland,,Montréal,H4E 2E1,Niveau 2,45.453832,-73.585596,1.0,par heure,,6.2,Lente
CEA-12991,8045 | BSR | SO | 955 St-Paul,955 St-Paul,,Montréal,H3C 4A8,Niveau 2,45.496484,-73.561119,1.0,par heure,sur rue,6.2,Lente
CEA-13010,8045 | BSR | SO | 955 St-Paul,955 St-Paul,,Montréal,H3C 4A8,Niveau 2,45.496484,-73.561119,1.0,par heure,sur rue,6.2,Lente
CEA-13338,8046 | BSR | SO | 2700 Rufus-Rockhead,2700 Rufus-Rockhead,,Montréal,H4C 3L8,Niveau 2,45.479755,-73.575791,1.0,par heure,,6.2,Lente
CEA-13324,8046 | BSR | SO | 2700 Rufus-Rockhead,2700 Rufus-Rockhead,,Montréal,H4C 3L8,Niveau 2,45.479755,-73.575791,1.0,par heure,,6.2,Lente
CEA-13341,8046 | BSR | SO | 2700 Rufus-Rockhead,2700 Rufus-Rockhead,,Montréal,H4C 3L8,Niveau 2,45.479755,-73.575791,1.0,par heure,,6.2,Lente
CEA-13313,8046 | BSR | SO | 2700 Rufus-Rockhead,2700 Rufus-Rockhead,,Montréal,H4C 3L8,Niveau 2,45.479755,-73.575791,1.0,par heure,,6.2,Lente
CEA-12922,8047 | BSR | SO | 1828 Darcy-Mcgee,1828 Darcy-Mcgee,,Montréal,H4E 3Z1,Niveau 2,45.452145,-73.590171,1.0,par heure,,6.2,Lente
CEA-13109,8047 | BSR | SO | 1828 Darcy-Mcgee,1828 Darcy-Mcgee,,Montréal,H4E 3Z1,Niveau 2,45.452145,-73.590171,1.0,par heure,,6.2,Lente
CEA-12902,8048 | BSR | SO | 810 Agnès,810 Agnès,,Montréal,H4C 2P8,Niveau 2,45.479816,-73.58644,1.0,par heure,sur rue,6.2,Lente
CEA-12899,8048 | BSR | SO | 810 Agnès,810 Agnès,,Montréal,H4C 2P8,Niveau 2,45.479816,-73.58644,1.0,par heure,sur rue,6.2,Lente
CEA-12904,8048 | BSR | SO | 810 Agnès,810 Agnès,,Montréal,H4C 2P8,Niveau 2,45.479816,-73.58644,1.0,par heure,sur rue,6.2,Lente
CEA-12909,8048 | BSR | SO | 810 Agnès,810 Agnès,,Montréal,H4C 2P8,Niveau 2,45.479816,-73.58644,1.0,par heure,sur rue,6.2,Lente
CEA-13507,8050 | BSR | SO | 2390 Coursol,2390 Coursol,,Montréal,H3J 1C7,Niveau 2,45.48658378,-73.57796873,1.0,par heure,sur rue,6.2,Lente
CEA-13446,8050 | BSR | SO | 2390 Coursol,2390 Coursol,,Montréal,H3J 1C7,Niveau 2,45.48658378,-73.57796873,1.0,par heure,sur rue,6.2,Lente
CEA-12636,8051 | BSR | SO | 2627 Rozel,2627 Rozel,,Montréal,H3K 1T2,Niveau 2,45.47494353,-73.56341317,1.0,par heure,,6.2,Lente
CEA-12645,8051 | BSR | SO | 2627 Rozel,2627 Rozel,,Montréal,H3K 1T2,Niveau 2,45.47494353,-73.56341317,1.0,par heure,,6.2,Lente
CEA-13647,8052 | BSR | SO | 6411 Mazarin,6411 Mazarin,,Montréal,H4E 2X4,Niveau 2,45.45318434,-73.60041416,1.0,par heure,sur rue,6.2,Lente
CEA-13654,8052 | BSR | SO | 6411 Mazarin,6411 Mazarin,,Montréal,H4E 2X4,Niveau 2,45.45318434,-73.60041416,1.0,par heure,sur rue,6.2,Lente
CEA-14933,8053 | BSR | SO | 584 Bourgeoys,"584, Rue Bourgeoys",,Montréal,H3K 2M4,Niveau 2,45.47988,-73.558326,1.0,par heure,,6.2,Lente
CEA-14930,8053 | BSR | SO | 584 Bourgeoys,"584, Rue Bourgeoys",,Montréal,H3K 2M4,Niveau 2,45.47988,-73.558326,1.0,par heure,,6.2,Lente
CEA-15460,8053 | BSR | SO | 584 Bourgeoys,"584, Rue Bourgeoys",,Montréal,H3K 2M4,Niveau 2,45.47988,-73.558326,1.0,par heure,,6.2,Lente
CEA-15458,8053 | BSR | SO | 584 Bourgeoys,"584, Rue Bourgeoys",,Montréal,H3K 2M4,Niveau 2,45.47988,-73.558326,1.0,par heure,,6.2,Lente
CEA-14807,8055 | BSR | SO | 2550 Lionel Groulx,2550 Lionel Groulx,,Montréal,H3J 2T8,Niveau 2,45.48377764407461,-73.57747398690756,1.0,par heure,,6.2,Lente
CEA-15277,8055 | BSR | SO | 2550 Lionel Groulx,2550 Lionel Groulx,,Montréal,H3J 2T8,Niveau 2,45.48377764407461,-73.57747398690756,1.0,par heure,,6.2,Lente
CEA-15278,8055 | BSR | SO | 2550 Lionel Groulx,2550 Lionel Groulx,,Montréal,H3J 2T8,Niveau 2,45.48377764407461,-73.57747398690756,1.0,par heure,,6.2,Lente
